Virus Name	Record ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_adenovirus_3	AFK92593.1_12201	31.0	71.4	ColabFold	human_adenovirus_3_CF-AFK92593.1_12201_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59082.1_12203	46.9	89.8	ColabFold	human_adenovirus_3_CF-ABK59082.1_12203_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59088.1_12203	47.7	88.6	ColabFold	human_adenovirus_3_CF-ABK59088.1_12203_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04490.1_12202	30.8	71.6	ColabFold	human_adenovirus_3_CF-ACY04490.1_12202_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92510.1_12200	48.0	88.4	ColabFold	human_adenovirus_3_CF-AFK92510.1_12200_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79590.1_12199	31.4	71.5	ColabFold	human_adenovirus_3_CF-AEY79590.1_12199_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04494.1_12202	44.9	89.6	ColabFold	human_adenovirus_3_CF-ACY04494.1_12202_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92513.1_12200	31.7	71.5	ColabFold	human_adenovirus_3_CF-AFK92513.1_12200_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92633.1_12204	31.2	71.8	ColabFold	human_adenovirus_3_CF-AFK92633.1_12204_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92598.1_12201	34.0	90.0	ColabFold	human_adenovirus_3_CF-AFK92598.1_12201_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92638.1_12204	35.7	89.5	ColabFold	human_adenovirus_3_CF-AFK92638.1_12204_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92518.1_12200	34.0	90.0	ColabFold	human_adenovirus_3_CF-AFK92518.1_12200_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79587.1_12199	43.5	87.2	ColabFold	human_adenovirus_3_CF-AEY79587.1_12199_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92673.1_12205	31.2	71.2	ColabFold	human_adenovirus_3_CF-AFK92673.1_12205_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	CAO78656.1_12149	73.7	91.2	ColabFold	human_adenovirus_3_CF-CAO78656.1_12149_relaxed.pdb	131	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	AAN17492.1_12158	39.5	55.5	ColabFold	human_adenovirus_3_CF-AAN17492.1_12158_relaxed.pdb	131	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33493.1_12157	40.0	54.4	ColabFold	human_adenovirus_3_CF-AAW33493.1_12157_relaxed.pdb	131	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AEY79562.1_12199	43.3	64.7	ColabFold	human_adenovirus_3_CF-AEY79562.1_12199_relaxed.pdb	133	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92565.1_12201	43.3	64.7	ColabFold	human_adenovirus_3_CF-AFK92565.1_12201_relaxed.pdb	133	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92645.1_12205	43.3	66.1	ColabFold	human_adenovirus_3_CF-AFK92645.1_12205_relaxed.pdb	133	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92482.1_12200	46.6	68.0	ColabFold	human_adenovirus_3_CF-AFK92482.1_12200_relaxed.pdb	133	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17775.1_12151	29.6	38.2	ColabFold	human_adenovirus_3_CF-ABB17775.1_12151_relaxed.pdb	133	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92485.1_12200	43.5	64.8	ColabFold	human_adenovirus_3_CF-AFK92485.1_12200_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17790.1_12151	42.1	63.8	ColabFold	human_adenovirus_3_CF-ABB17790.1_12151_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92605.1_12204	43.5	64.9	ColabFold	human_adenovirus_3_CF-AFK92605.1_12204_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAW33498.1_12157	41.4	64.3	ColabFold	human_adenovirus_3_CF-AAW33498.1_12157_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ACY04460.1_12202	44.1	65.8	ColabFold	human_adenovirus_3_CF-ACY04460.1_12202_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59060.1_12203	42.9	65.5	ColabFold	human_adenovirus_3_CF-ABK59060.1_12203_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAW33499.1_12157	39.8	86.2	ColabFold	human_adenovirus_3_CF-AAW33499.1_12157_relaxed.pdb	135	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17791.1_12151	40.4	87.8	ColabFold	human_adenovirus_3_CF-ABB17791.1_12151_relaxed.pdb	136	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ACY04476.1_12202	46.4	69.4	ColabFold	human_adenovirus_3_CF-ACY04476.1_12202_relaxed.pdb	136	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79577.1_12199	46.2	69.2	ColabFold	human_adenovirus_3_CF-AEY79577.1_12199_relaxed.pdb	136	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92580.1_12201	45.9	69.4	ColabFold	human_adenovirus_3_CF-AFK92580.1_12201_relaxed.pdb	136	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92660.1_12205	45.9	68.3	ColabFold	human_adenovirus_3_CF-AFK92660.1_12205_relaxed.pdb	137	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59074.1_12203	46.4	66.0	ColabFold	human_adenovirus_3_CF-ABK59074.1_12203_relaxed.pdb	137	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92500.1_12200	45.9	68.3	ColabFold	human_adenovirus_3_CF-AFK92500.1_12200_relaxed.pdb	137	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92620.1_12204	45.9	68.3	ColabFold	human_adenovirus_3_CF-AFK92620.1_12204_relaxed.pdb	137	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17776.1_12151	42.7	63.1	ColabFold	human_adenovirus_3_CF-ABB17776.1_12151_relaxed.pdb	138	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33474.1_12157	40.0	62.2	ColabFold	human_adenovirus_3_CF-AAW33474.1_12157_relaxed.pdb	139	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAN17474.1_12158	40.7	61.1	ColabFold	human_adenovirus_3_CF-AAN17474.1_12158_relaxed.pdb	139	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33502.1_12157	32.6	69.8	ColabFold	human_adenovirus_3_CF-AAW33502.1_12157_relaxed.pdb	141	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17811.1_12151	31.7	68.1	ColabFold	human_adenovirus_3_CF-ABB17811.1_12151_relaxed.pdb	141	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17793.1_12151	35.4	76.7	ColabFold	human_adenovirus_3_CF-ABB17793.1_12151_relaxed.pdb	144	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	CAO78627.1_12149	44.8	63.8	ColabFold	human_adenovirus_3_CF-CAO78627.1_12149_relaxed.pdb	144	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	AAN17499.1_12158	36.4	74.5	ColabFold	human_adenovirus_3_CF-AAN17499.1_12158_relaxed.pdb	145	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17784.1_12151	42.5	56.7	ColabFold	human_adenovirus_3_CF-ABB17784.1_12151_relaxed.pdb	146	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92675.1_12205	27.3	31.2	ColabFold	human_adenovirus_3_CF-AFK92675.1_12205_relaxed.pdb	151	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92515.1_12200	26.3	50.3	ColabFold	human_adenovirus_3_CF-AFK92515.1_12200_relaxed.pdb	151	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92635.1_12204	26.1	47.3	ColabFold	human_adenovirus_3_CF-AFK92635.1_12204_relaxed.pdb	151	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92595.1_12201	26.7	50.2	ColabFold	human_adenovirus_3_CF-AFK92595.1_12201_relaxed.pdb	151	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	CAO78625.1_12149	59.4	81.2	ColabFold	human_adenovirus_3_CF-CAO78625.1_12149_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	AFK92504.1_12200	38.9	73.2	ColabFold	human_adenovirus_3_CF-AFK92504.1_12200_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92584.1_12201	39.4	64.2	ColabFold	human_adenovirus_3_CF-AFK92584.1_12201_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92624.1_12204	39.3	62.6	ColabFold	human_adenovirus_3_CF-AFK92624.1_12204_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04481.1_12202	43.6	62.9	ColabFold	human_adenovirus_3_CF-ACY04481.1_12202_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79581.1_12199	40.8	63.9	ColabFold	human_adenovirus_3_CF-AEY79581.1_12199_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92664.1_12205	40.2	69.3	ColabFold	human_adenovirus_3_CF-AFK92664.1_12205_relaxed.pdb	156	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAW33477.1_12157	30.1	45.5	ColabFold	human_adenovirus_3_CF-AAW33477.1_12157_relaxed.pdb	164	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABK59076.1_12203	43.9	59.7	ColabFold	human_adenovirus_3_CF-ABK59076.1_12203_relaxed.pdb	166	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAN17493.1_12158	42.3	73.7	ColabFold	human_adenovirus_3_CF-AAN17493.1_12158_relaxed.pdb	166	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33494.1_12157	42.3	73.7	ColabFold	human_adenovirus_3_CF-AAW33494.1_12157_relaxed.pdb	166	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33505.1_12157	28.3	30.3	ColabFold	human_adenovirus_3_CF-AAW33505.1_12157_relaxed.pdb	169	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17810.1_12151	28.3	29.4	ColabFold	human_adenovirus_3_CF-ABB17810.1_12151_relaxed.pdb	169	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ACY04477.1_12202	42.8	65.4	ColabFold	human_adenovirus_3_CF-ACY04477.1_12202_relaxed.pdb	172	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17785.1_12151	45.3	70.3	ColabFold	human_adenovirus_3_CF-ABB17785.1_12151_relaxed.pdb	172	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17779.1_12151	29.2	43.9	ColabFold	human_adenovirus_3_CF-ABB17779.1_12151_relaxed.pdb	173	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	CAO78643.1_12149	44.2	63.5	ColabFold	human_adenovirus_3_CF-CAO78643.1_12149_relaxed.pdb	176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	ABB17770.1_12151	58.5	81.9	ColabFold	human_adenovirus_3_CF-ABB17770.1_12151_relaxed.pdb	178	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17786.1_12151	61.4	74.9	ColabFold	human_adenovirus_3_CF-ABB17786.1_12151_relaxed.pdb	179	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33472.1_12157	62.3	80.3	ColabFold	human_adenovirus_3_CF-AAW33472.1_12157_relaxed.pdb	180	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAN17472.2_12158	62.8	80.3	ColabFold	human_adenovirus_3_CF-AAN17472.2_12158_relaxed.pdb	180	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33495.1_12157	73.3	73.1	ESMFold	human_adenovirus_3_EF-AAW33495.1_12157_relaxed.pdb	181	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAN17494.1_12158	73.3	73.1	ESMFold	human_adenovirus_3_EF-AAN17494.1_12158_relaxed.pdb	181	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AEY79560.1_12199	61.1	77.6	ColabFold	human_adenovirus_3_CF-AEY79560.1_12199_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92563.1_12201	61.1	77.6	ColabFold	human_adenovirus_3_CF-AFK92563.1_12201_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92483.1_12200	58.0	77.3	ColabFold	human_adenovirus_3_CF-AFK92483.1_12200_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59058.1_12203	61.7	79.6	ColabFold	human_adenovirus_3_CF-ABK59058.1_12203_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92643.1_12205	62.3	79.9	ColabFold	human_adenovirus_3_CF-AFK92643.1_12205_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92603.1_12204	60.8	77.2	ColabFold	human_adenovirus_3_CF-AFK92603.1_12204_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04458.1_12202	61.4	78.0	ColabFold	human_adenovirus_3_CF-ACY04458.1_12202_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAN17495.1_12158	76.4	67.5	ESMFold	human_adenovirus_3_EF-AAN17495.1_12158_relaxed.pdb	187	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	CAO78634.1_12149	48.1	73.0	ColabFold	human_adenovirus_3_CF-CAO78634.1_12149_relaxed.pdb	187	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	AAW33496.1_12157	76.2	67.7	ESMFold	human_adenovirus_3_EF-AAW33496.1_12157_relaxed.pdb	187	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92481.1_12200	41.3	66.0	ColabFold	human_adenovirus_3_CF-AFK92481.1_12200_relaxed.pdb	189	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17772.1_12151	28.3	30.2	ColabFold	human_adenovirus_3_CF-ABB17772.1_12151_relaxed.pdb	189	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17787.1_12151	77.8	67.8	ESMFold	human_adenovirus_3_EF-ABB17787.1_12151_relaxed.pdb	189	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ACY04457.1_12202	40.2	66.2	ColabFold	human_adenovirus_3_CF-ACY04457.1_12202_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59089.1_12203	40.8	66.1	ColabFold	human_adenovirus_3_CF-ABK59089.1_12203_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAN17487.1_12158	56.3	61.1	ColabFold	human_adenovirus_3_CF-AAN17487.1_12158_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AEY79559.1_12199	39.4	65.6	ColabFold	human_adenovirus_3_CF-AEY79559.1_12199_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92561.1_12201	39.4	65.6	ColabFold	human_adenovirus_3_CF-AFK92561.1_12201_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92601.1_12204	40.6	65.6	ColabFold	human_adenovirus_3_CF-AFK92601.1_12204_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92641.1_12205	39.8	66.9	ColabFold	human_adenovirus_3_CF-AFK92641.1_12205_relaxed.pdb	191	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAN17482.1_12158	49.4	76.6	ColabFold	human_adenovirus_3_CF-AAN17482.1_12158_relaxed.pdb	192	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17800.1_12151	50.0	76.3	ColabFold	human_adenovirus_3_CF-ABB17800.1_12151_relaxed.pdb	192	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33482.1_12157	49.5	75.4	ColabFold	human_adenovirus_3_CF-AAW33482.1_12157_relaxed.pdb	192	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33489.1_12157	57.4	61.1	ColabFold	human_adenovirus_3_CF-AAW33489.1_12157_relaxed.pdb	192	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92572.1_12201	48.5	73.5	ColabFold	human_adenovirus_3_CF-AFK92572.1_12201_relaxed.pdb	194	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
