nomburg_cluster_id	nomburg_cluster_representative	nomburg_protein_name	gene_name	ncbi_id	virus	taxon_id	nomburg_cluster_count	superkingdom	phylum	class	order	family	genus	species	structure_filepaths
249	putative_early_transcription_factor_large_subunit__YP_009001660__Anomala_cuprea_entomopoxvirus__62099	ORF083_early_transcription_factor_VETFL__NP_957860__Orf_virus__10258	ORF083_early_transcription_factor_VETFL	NP_957860	Orf_virus	;10258;	35	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Orf_virus	viral_structures/Poxviridae/ORF083_early_transcription_factor_VETFL__NP_957860__Orf_virus__10258.pdb
249	putative_early_transcription_factor_large_subunit__YP_009001660__Anomala_cuprea_entomopoxvirus__62099	MC110L__NP_044061__Molluscum_contagiosum_virus_subtype_1__10280	MC110L	NP_044061	Molluscum_contagiosum_virus_subtype_1	;10280;	35	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum_contagiosum_virus_subtype_1	viral_structures/Poxviridae/MC110L__NP_044061__Molluscum_contagiosum_virus_subtype_1__10280.pdb
249	putative_early_transcription_factor_large_subunit__YP_009001660__Anomala_cuprea_entomopoxvirus__62099	82kDa_large_subunit_of_early_gene_transcription_factor_VETF__YP_233008__Vaccinia_virus__10245	82kDa_large_subunit_of_early_gene_transcription_factor_VETF	YP_233008	Vaccinia_virus	;10245;	35	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia_virus	viral_structures/Poxviridae/82kDa_large_subunit_of_early_gene_transcription_factor_VETF__YP_233008__Vaccinia_virus__10245.pdb
249	putative_early_transcription_factor_large_subunit__YP_009001660__Anomala_cuprea_entomopoxvirus__62099	98L_protein__NP_073483__Yaba-like_disease_virus__132475	98L_protein	NP_073483	Yaba-like_disease_virus	;132475;	35	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Yaba-like_disease_virus	viral_structures/Poxviridae/98L_protein__NP_073483__Yaba-like_disease_virus__132475.pdb
1262	glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603	envelope_glycoprotein_24__YP_002802310__Human_betaherpesvirus_5__10359	envelope_glycoprotein_24	YP_002802310	Human_betaherpesvirus_5	;10359;	7	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/envelope_glycoprotein_24__YP_002802310__Human_betaherpesvirus_5__10359.pdb
1262	glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603	glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603	glycoprotein	YP_009458638	Human_betaherpesvirus_6A	;32603;	7	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_6A	viral_structures/Herpesviridae/glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603.pdb
1262	glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603	envelope_glycoprotein_24__YP_495283__Human_betaherpesvirus_7__10372	envelope_glycoprotein_24	YP_495283	Human_betaherpesvirus_7	;10372;	7	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_7	viral_structures/Herpesviridae/envelope_glycoprotein_24__YP_495283__Human_betaherpesvirus_7__10372.pdb
1262	glycoprotein__YP_009458638__Human_betaherpesvirus_6A__32603	envelope_glycoprotein_24,_partial__YP_002802298__Human_herpesvirus_5__10359	envelope_glycoprotein_24,_partial	YP_002802298	Human_herpesvirus_5	;10359;	7	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/envelope_glycoprotein_24,_partial__YP_002802298__Human_herpesvirus_5__10359.pdb
14458	NSP4_equivalent_protein__YP_392515__Rotavirus_C__36427	NSP4_equivalent_protein__YP_392515__Rotavirus_C__36427	NSP4_equivalent_protein	YP_392515	Rotavirus_C	;36427;	1	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Rotavirus	Rotavirus_C	viral_structures/Reoviridae/NSP4_equivalent_protein__YP_392515__Rotavirus_C__36427.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	protein_UL49__YP_081508__Human_betaherpesvirus_5__10359	protein_UL49	YP_081508	Human_betaherpesvirus_5	;10359;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL49__YP_081508__Human_betaherpesvirus_5__10359.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	protein_UL49__YP_073773__Human_betaherpesvirus_7__10372	protein_UL49	YP_073773	Human_betaherpesvirus_7	;10372;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_7	viral_structures/Herpesviridae/protein_UL49__YP_073773__Human_betaherpesvirus_7__10372.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	capsid_protein__NP_050214__Human_betaherpesvirus_6B__32604	capsid_protein	NP_050214	Human_betaherpesvirus_6B	;32604;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_6B	viral_structures/Herpesviridae/capsid_protein__NP_050214__Human_betaherpesvirus_6B__32604.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	U33__NP_042926__Human_betaherpesvirus_6A__32603	U33	NP_042926	Human_betaherpesvirus_6A	;32603;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_6A	viral_structures/Herpesviridae/U33__NP_042926__Human_betaherpesvirus_6A__32603.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	protein_UL49__YP_002608254__Human_herpesvirus_5__10359	protein_UL49	YP_002608254	Human_herpesvirus_5	;10359;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL49__YP_002608254__Human_herpesvirus_5__10359.pdb
456	protein_UL49__YP_009253937__Macaca_nemestrina_herpesvirus_7__1846169	protein_UL49__YP_004936025__Cercopithecine_betaherpesvirus_5__50292	protein_UL49	YP_004936025	Cercopithecine_betaherpesvirus_5	;50292;	21	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL49__YP_004936025__Cercopithecine_betaherpesvirus_5__50292.pdb
14434	NSMP-2,_non-structural_mature_protein_2__NP_751906__Human_astrovirus__1868658	NSMP-2,_non-structural_mature_protein_2__NP_751906__Human_astrovirus__1868658	NSMP-2,_non-structural_mature_protein_2	NP_751906	Human_astrovirus	;1868658;	1	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	NA	Human_astrovirus	viral_structures/Astroviridae/NSMP-2,_non-structural_mature_protein_2__NP_751906__Human_astrovirus__1868658.pdb
14431	glycoprotein,_partial__AVT44118__Severe_fever_with_thrombocytopenia_syndrome_virus__1003835	glycoprotein,_partial__AVT44118__Severe_fever_with_thrombocytopenia_syndrome_virus__1003835	glycoprotein,_partial	AVT44118	Severe_fever_with_thrombocytopenia_syndrome_virus	;1003835;	1	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Bandavirus	Severe_fever_with_thrombocytopenia_syndrome_virus	viral_structures/Phenuiviridae/glycoprotein,_partial__AVT44118__Severe_fever_with_thrombocytopenia_syndrome_virus__1003835.pdb
5021	RF8a__YP_010084413__Retroperitoneal_fibromatosis-associated_herpesvirus__111469	K8__YP_001129403__Human_gammaherpesvirus_8__37296	K8	YP_001129403	Human_gammaherpesvirus_8	;37296;	2	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Human_gammaherpesvirus_8	viral_structures/Herpesviridae/K8__YP_001129403__Human_gammaherpesvirus_8__37296.pdb
14420	protein_3AB__NP_740409__Encephalomyocarditis_virus__12104	protein_3AB__NP_740409__Encephalomyocarditis_virus__12104	protein_3AB	NP_740409	Encephalomyocarditis_virus	;12104;	1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Encephalomyocarditis_virus	viral_structures/Picornaviridae/protein_3AB__NP_740409__Encephalomyocarditis_virus__12104.pdb
14418	ORF3__YP_238296__Small_anellovirus_1__289366	ORF3__YP_238296__Small_anellovirus_1__289366	ORF3	YP_238296	Small_anellovirus_1	;289366;	1	Viruses	NA	NA	NA	Anelloviridae	NA	Small_anellovirus_1	viral_structures/Anelloviridae/ORF3__YP_238296__Small_anellovirus_1__289366.pdb
442	phosphoprotein__YP_009380505__Avian_paramyxovirus_15__1983777	phosphoprotein__YP_009513214__Avian_metaavulavirus_2__2560313	phosphoprotein	YP_009513214	Avian_metaavulavirus_2	;2560313;	22	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_2	viral_structures/Paramyxoviridae/phosphoprotein__YP_009513214__Avian_metaavulavirus_2__2560313.pdb
442	phosphoprotein__YP_009380505__Avian_paramyxovirus_15__1983777	phosphoprotein__YP_009512952__Avian_metaavulavirus_8__2560318	phosphoprotein	YP_009512952	Avian_metaavulavirus_8	;2560318;	22	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_8	viral_structures/Paramyxoviridae/phosphoprotein__YP_009512952__Avian_metaavulavirus_8__2560318.pdb
442	phosphoprotein__YP_009380505__Avian_paramyxovirus_15__1983777	phosphoprotein__YP_009094056__Avian_metaavulavirus_7__2560317	phosphoprotein	YP_009094056	Avian_metaavulavirus_7	;2560317;	22	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_7	viral_structures/Paramyxoviridae/phosphoprotein__YP_009094056__Avian_metaavulavirus_7__2560317.pdb
442	phosphoprotein__YP_009380505__Avian_paramyxovirus_15__1983777	phosphoprotein__ACA49105__Avian_metaavulavirus_2__2560313	phosphoprotein	ACA49105	Avian_metaavulavirus_2	;2560313;	22	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_2	viral_structures/Paramyxoviridae/phosphoprotein__ACA49105__Avian_metaavulavirus_2__2560313.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505759__Torque_teno_midi_virus_6__2065047	hypothetical_protein	YP_009505759	Torque_teno_midi_virus_6	;2065047;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_6	viral_structures/Anelloviridae/hypothetical_protein__YP_009505759__Torque_teno_midi_virus_6__2065047.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein	YP_009505783	Torque_teno_midi_virus_12	;2065053;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_12	viral_structures/Anelloviridae/hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505792__Torque_teno_midi_virus_14__2065055	hypothetical_protein	YP_009505792	Torque_teno_midi_virus_14	;2065055;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_14	viral_structures/Anelloviridae/hypothetical_protein__YP_009505792__Torque_teno_midi_virus_14__2065055.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505779__Torque_teno_midi_virus_11__2065052	hypothetical_protein	YP_009505779	Torque_teno_midi_virus_11	;2065052;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_11	viral_structures/Anelloviridae/hypothetical_protein__YP_009505779__Torque_teno_midi_virus_11__2065052.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505787__Torque_teno_midi_virus_13__2065054	hypothetical_protein	YP_009505787	Torque_teno_midi_virus_13	;2065054;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_13	viral_structures/Anelloviridae/hypothetical_protein__YP_009505787__Torque_teno_midi_virus_13__2065054.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein_TTmidiV2_gp2__YP_003587903__Torque_teno_midi_virus_2__687380	hypothetical_protein_TTmidiV2_gp2	YP_003587903	Torque_teno_midi_virus_2	;687380;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_2	viral_structures/Anelloviridae/hypothetical_protein_TTmidiV2_gp2__YP_003587903__Torque_teno_midi_virus_2__687380.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505775__Torque_teno_midi_virus_10__2065051	hypothetical_protein	YP_009505775	Torque_teno_midi_virus_10	;2065051;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_10	viral_structures/Anelloviridae/hypothetical_protein__YP_009505775__Torque_teno_midi_virus_10__2065051.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505767__Torque_teno_midi_virus_8__2065049	hypothetical_protein	YP_009505767	Torque_teno_midi_virus_8	;2065049;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_8	viral_structures/Anelloviridae/hypothetical_protein__YP_009505767__Torque_teno_midi_virus_8__2065049.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505763__Torque_teno_midi_virus_7__2065048	hypothetical_protein	YP_009505763	Torque_teno_midi_virus_7	;2065048;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_7	viral_structures/Anelloviridae/hypothetical_protein__YP_009505763__Torque_teno_midi_virus_7__2065048.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505755__Torque_teno_midi_virus_5__2065046	hypothetical_protein	YP_009505755	Torque_teno_midi_virus_5	;2065046;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_5	viral_structures/Anelloviridae/hypothetical_protein__YP_009505755__Torque_teno_midi_virus_5__2065046.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505791__Torque_teno_midi_virus_14__2065055	hypothetical_protein	YP_009505791	Torque_teno_midi_virus_14	;2065055;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_14	viral_structures/Anelloviridae/hypothetical_protein__YP_009505791__Torque_teno_midi_virus_14__2065055.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505764__Torque_teno_midi_virus_7__2065048	hypothetical_protein	YP_009505764	Torque_teno_midi_virus_7	;2065048;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_7	viral_structures/Anelloviridae/hypothetical_protein__YP_009505764__Torque_teno_midi_virus_7__2065048.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein_TTmidiV2_gp1__YP_003587902__Torque_teno_midi_virus_2__687380	hypothetical_protein_TTmidiV2_gp1	YP_003587902	Torque_teno_midi_virus_2	;687380;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_2	viral_structures/Anelloviridae/hypothetical_protein_TTmidiV2_gp1__YP_003587902__Torque_teno_midi_virus_2__687380.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505756__Torque_teno_midi_virus_5__2065046	hypothetical_protein	YP_009505756	Torque_teno_midi_virus_5	;2065046;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_5	viral_structures/Anelloviridae/hypothetical_protein__YP_009505756__Torque_teno_midi_virus_5__2065046.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505776__Torque_teno_midi_virus_10__2065051	hypothetical_protein	YP_009505776	Torque_teno_midi_virus_10	;2065051;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_10	viral_structures/Anelloviridae/hypothetical_protein__YP_009505776__Torque_teno_midi_virus_10__2065051.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505780__Torque_teno_midi_virus_11__2065052	hypothetical_protein	YP_009505780	Torque_teno_midi_virus_11	;2065052;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_11	viral_structures/Anelloviridae/hypothetical_protein__YP_009505780__Torque_teno_midi_virus_11__2065052.pdb
541	hypothetical_protein__YP_009505783__Torque_teno_midi_virus_12__2065053	hypothetical_protein__YP_009505771__Torque_teno_midi_virus_9__2065050	hypothetical_protein	YP_009505771	Torque_teno_midi_virus_9	;2065050;	17	Viruses	NA	NA	NA	Anelloviridae	Gammatorquevirus	Torque_teno_midi_virus_9	viral_structures/Anelloviridae/hypothetical_protein__YP_009505771__Torque_teno_midi_virus_9__2065050.pdb
5017	protein_V32__NP_077447__Cercopithecine_alphaherpesvirus_9__35246	protein_V32__NP_040155__Human_alphaherpesvirus_3__10335	protein_V32	NP_040155	Human_alphaherpesvirus_3	;10335;	2	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human_alphaherpesvirus_3	viral_structures/Herpesviridae/protein_V32__NP_040155__Human_alphaherpesvirus_3__10335.pdb
14365	nonstructural_protein_1__NP_056856__Human_orthopneumovirus__11250	nonstructural_protein_1__NP_056856__Human_orthopneumovirus__11250	nonstructural_protein_1	NP_056856	Human_orthopneumovirus	;11250;	1	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human_orthopneumovirus	viral_structures/Pneumoviridae/nonstructural_protein_1__NP_056856__Human_orthopneumovirus__11250.pdb
14364	VP4__NP_694477__Banna_virus_strain_JKT-6423__649604	VP4__NP_694477__Banna_virus_strain_JKT-6423__649604	VP4	NP_694477	Banna_virus_strain_JKT-6423	;649604;	1	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Seadornavirus	Banna_virus_strain_JKT-6423	viral_structures/Reoviridae/VP4__NP_694477__Banna_virus_strain_JKT-6423__649604.pdb
5014	putative_replication_associated_protein__YP_008431133__Parvovirus_NIH-CQV__1341019	putative_replication_associated_protein__YP_008431133__Parvovirus_NIH-CQV__1341019	putative_replication_associated_protein	YP_008431133	Parvovirus_NIH-CQV	;1341019;	2	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	NA	Parvovirus_NIH-CQV	viral_structures/Parvoviridae/putative_replication_associated_protein__YP_008431133__Parvovirus_NIH-CQV__1341019.pdb
14349	C_protein__YP_009440976__Vesicular_stomatitis_New_Jersey_virus__11280	C_protein__YP_009440976__Vesicular_stomatitis_New_Jersey_virus__11280	C_protein	YP_009440976	Vesicular_stomatitis_New_Jersey_virus	;11280;	1	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Vesiculovirus	Vesicular_stomatitis_New_Jersey_virus	viral_structures/Rhabdoviridae/C_protein__YP_009440976__Vesicular_stomatitis_New_Jersey_virus__11280.pdb
2629	NSP5__YP_010086035__Rotavirus_J__1929964	nonstructural_protein__YP_008126853__Human_rotavirus_B__10942	nonstructural_protein	YP_008126853	Human_rotavirus_B	;10942;	4	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Rotavirus	Human_rotavirus_B	viral_structures/Reoviridae/nonstructural_protein__YP_008126853__Human_rotavirus_B__10942.pdb
14337	2A__YP_002956112__Human_cosavirus_B__586420	2A__YP_002956112__Human_cosavirus_B__586420	2A	YP_002956112	Human_cosavirus_B	;586420;	1	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Human_cosavirus_B	viral_structures/Picornaviridae/2A__YP_002956112__Human_cosavirus_B__586420.pdb
2627	3B__YP_002956127__Cosavirus_D__2003650	3B__YP_002956085__Cosavirus_E__2003651	3B	YP_002956085	Cosavirus_E	;2003651;	4	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus_E	viral_structures/Picornaviridae/3B__YP_002956085__Cosavirus_E__2003651.pdb
2627	3B__YP_002956127__Cosavirus_D__2003650	3B__YP_002956116__Human_cosavirus_B__586420	3B	YP_002956116	Human_cosavirus_B	;586420;	4	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Human_cosavirus_B	viral_structures/Picornaviridae/3B__YP_002956116__Human_cosavirus_B__586420.pdb
2627	3B__YP_002956127__Cosavirus_D__2003650	3B__YP_002956127__Cosavirus_D__2003650	3B	YP_002956127	Cosavirus_D	;2003650;	4	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus_D	viral_structures/Picornaviridae/3B__YP_002956127__Cosavirus_D__2003650.pdb
2627	3B__YP_002956127__Cosavirus_D__2003650	3B__YP_002956105__Cosavirus_A__1330491	3B	YP_002956105	Cosavirus_A	;1330491;	4	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus_A	viral_structures/Picornaviridae/3B__YP_002956105__Cosavirus_A__1330491.pdb
14319	CPXV031_protein__NP_619820__Cowpox_virus__10243	CPXV031_protein__NP_619820__Cowpox_virus__10243	CPXV031_protein	NP_619820	Cowpox_virus	;10243;	1	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV031_protein__NP_619820__Cowpox_virus__10243.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	V__YP_009246425__Bat_mastadenovirus_WIV11__1788433	V	YP_009246425	Bat_mastadenovirus_WIV11	;1788433;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat_mastadenovirus_WIV11	viral_structures/Adenoviridae/V__YP_009246425__Bat_mastadenovirus_WIV11__1788433.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__YP_001974451__Human_mastadenovirus_D__130310	core_protein_V	YP_001974451	Human_mastadenovirus_D	;130310;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_D	viral_structures/Adenoviridae/core_protein_V__YP_001974451__Human_mastadenovirus_D__130310.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	V__YP_009246386__Bat_mastadenovirus_WIV10__1788432	V	YP_009246386	Bat_mastadenovirus_WIV10	;1788432;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat_mastadenovirus_WIV10	viral_structures/Adenoviridae/V__YP_009246386__Bat_mastadenovirus_WIV10__1788432.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	V__YP_009246353__Bat_mastadenovirus_WIV9__1788436	V	YP_009246353	Bat_mastadenovirus_WIV9	;1788436;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat_mastadenovirus_WIV9	viral_structures/Adenoviridae/V__YP_009246353__Bat_mastadenovirus_WIV9__1788436.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__YP_002213776__Human_mastadenovirus_B__108098	core_protein_V	YP_002213776	Human_mastadenovirus_B	;108098;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_B	viral_structures/Adenoviridae/core_protein_V__YP_002213776__Human_mastadenovirus_B__108098.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	minor_core_protein_pV__YP_005271188__bat_adenovirus_3__2758098	minor_core_protein_pV	YP_005271188	bat_adenovirus_3	;2758098;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	bat_adenovirus_3	viral_structures/Adenoviridae/minor_core_protein_pV__YP_005271188__bat_adenovirus_3__2758098.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__NP_040523__Human_mastadenovirus_C__129951	core_protein_V	NP_040523	Human_mastadenovirus_C	;129951;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_C	viral_structures/Adenoviridae/core_protein_V__NP_040523__Human_mastadenovirus_C__129951.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__NP_040859__Human_mastadenovirus_F__130309	core_protein_V	NP_040859	Human_mastadenovirus_F	;130309;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_F	viral_structures/Adenoviridae/core_protein_V__NP_040859__Human_mastadenovirus_F__130309.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__YP_002213809__Human_mastadenovirus_B__108098	core_protein_V	YP_002213809	Human_mastadenovirus_B	;108098;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_B	viral_structures/Adenoviridae/core_protein_V__YP_002213809__Human_mastadenovirus_B__108098.pdb
276	V__YP_009272881__Bat_mastadenovirus_WIV12__1788434	core_protein_V__NP_040921__Human_mastadenovirus_A__129875	core_protein_V	NP_040921	Human_mastadenovirus_A	;129875;	33	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human_mastadenovirus_A	viral_structures/Adenoviridae/core_protein_V__NP_040921__Human_mastadenovirus_A__129875.pdb
5010	nonstructural_protein_2__YP_002302328__Influenza_C_virus_-C_Ann_Arbor_1_50-__11553	nonstructural_protein_2__YP_002302328__Influenza_C_virus_-C_Ann_Arbor_1_50-__11553	nonstructural_protein_2	YP_002302328	Influenza_C_virus_-C_Ann_Arbor_1_50-	;11553;	2	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Gammainfluenzavirus	Influenza_C_virus_(C/Ann_Arbor/1/50)	viral_structures/Orthomyxoviridae/nonstructural_protein_2__YP_002302328__Influenza_C_virus_-C_Ann_Arbor_1_50-__11553.pdb
